Kód kraja,Názov kraja,Číslo politického subjektu,Názov politického subjektu,Poradie na hlasovacom lístku,Meno,Priezvisko,Počet platných prednostných hlasov,Poznámka
1,Bratislavský kraj,23,Kresťanskodemokratické hnutie,150,František,Majerský,948,
1,Bratislavský kraj,24,KARMA,1,Adriana,Szaboová,98,
1,Bratislavský kraj,24,KARMA,2,Marek,Grussmann,32,
1,Bratislavský kraj,24,KARMA,3,Roman,Chudý,43,
1,Bratislavský kraj,24,KARMA,4,Martin,Tehlár,46,
1,Bratislavský kraj,24,KARMA,5,Miroslava,Kovarská,39,
1,Bratislavský kraj,24,KARMA,6,Andrej,Rusnák,34,
1,Bratislavský kraj,24,KARMA,7,Silvia,Kissová,95,
1,Bratislavský kraj,24,KARMA,8,Ivan,Hlbocký,16,
1,Bratislavský kraj,24,KARMA,9,Jozef,Blaško,19,
1,Bratislavský kraj,24,KARMA,10,Viliam,Kapusta,19,
1,Bratislavský kraj,24,KARMA,11,Michaela,Veigl Svitoková,42,
1,Bratislavský kraj,24,KARMA,12,Tomáš,Raslavský,24,
1,Bratislavský kraj,24,KARMA,13,Katarína,Orviská,28,
1,Bratislavský kraj,24,KARMA,14,Jana,Klucová,15,
1,Bratislavský kraj,24,KARMA,15,Marián,Lipták,20,
1,Bratislavský kraj,24,KARMA,16,Ján,Bartoň,11,
1,Bratislavský kraj,24,KARMA,17,Martin,Kovarsky,19,
1,Bratislavský kraj,25,REPUBLIKA,1,Milan,Uhrík,9115,
1,Bratislavský kraj,25,REPUBLIKA,2,Miroslav,Suja,3919,
1,Bratislavský kraj,25,REPUBLIKA,3,Ondrej,Ďurica,3070,
1,Bratislavský kraj,25,REPUBLIKA,4,Ján,Kecskés,445,
1,Bratislavský kraj,25,REPUBLIKA,5,Jozef,Viktorín,1283,
1,Bratislavský kraj,25,REPUBLIKA,6,Michaela,Riapošová,489,
1,Bratislavský kraj,25,REPUBLIKA,7,Marek,Géci,976,
1,Bratislavský kraj,25,REPUBLIKA,8,Marián,Ďuriš,392,
1,Bratislavský kraj,25,REPUBLIKA,9,Eduard,Kočiš,294,
1,Bratislavský kraj,25,REPUBLIKA,10,Jana,Šimová,204,
1,Bratislavský kraj,25,REPUBLIKA,11,Erik,Nevolný,39,
1,Bratislavský kraj,25,REPUBLIKA,12,Viliam,Ostrožlík,347,
1,Bratislavský kraj,25,REPUBLIKA,13,Andrej,Janco,459,
1,Bratislavský kraj,25,REPUBLIKA,14,Ivana,Slivková,197,
1,Bratislavský kraj,25,REPUBLIKA,15,Peter,Pukan,110,
1,Bratislavský kraj,25,REPUBLIKA,16,Mariana,Chylík Riboňová,95,
1,Bratislavský kraj,25,REPUBLIKA,17,Lukáš,Kopáč,170,
1,Bratislavský kraj,25,REPUBLIKA,18,Peter,Súlovský,97,
1,Bratislavský kraj,25,REPUBLIKA,19,Miroslav,Urban,297,
1,Bratislavský kraj,25,REPUBLIKA,20,Alica,Mikitovičová,103,
1,Bratislavský kraj,25,REPUBLIKA,21,Igor,Valach,57,
1,Bratislavský kraj,25,REPUBLIKA,22,Michala,Gánovská,343,
1,Bratislavský kraj,25,REPUBLIKA,23,Rafael,Rafaj,431,
1,Bratislavský kraj,25,REPUBLIKA,24,Miloš,Sušarský,130,
1,Bratislavský kraj,25,REPUBLIKA,25,Tomáš,Špaček,182,
1,Bratislavský kraj,25,REPUBLIKA,26,Lenka,Nagyová,106,
1,Bratislavský kraj,25,REPUBLIKA,27,Lea,Lauková,147,
1,Bratislavský kraj,25,REPUBLIKA,28,Alexandra,Jašurková,61,
1,Bratislavský kraj,25,REPUBLIKA,29,Jozef,Remenár,98,
1,Bratislavský kraj,25,REPUBLIKA,30,Dalimír,Solčanský,84,
1,Bratislavský kraj,25,REPUBLIKA,31,Stanislav,Dzugas,8,
1,Bratislavský kraj,25,REPUBLIKA,32,Erik,Mikurčík,245,
1,Bratislavský kraj,25,REPUBLIKA,33,Pavol,Kopecký,38,
1,Bratislavský kraj,25,REPUBLIKA,34,Andrej,Kaššiak,79,
1,Bratislavský kraj,25,REPUBLIKA,35,Miroslav,Magdech,24,
1,Bratislavský kraj,25,REPUBLIKA,36,Tomáš,Janco,195,
1,Bratislavský kraj,25,REPUBLIKA,37,Ladislav,Lysák,74,
1,Bratislavský kraj,25,REPUBLIKA,38,Peter,Demjan,40,
1,Bratislavský kraj,25,REPUBLIKA,39,Radovan,Tóth,65,
1,Bratislavský kraj,25,REPUBLIKA,40,Vladimír,Antal,31,
1,Bratislavský kraj,25,REPUBLIKA,41,Roman,Hubert,18,
1,Bratislavský kraj,25,REPUBLIKA,42,Martin,Klepkoň,14,
1,Bratislavský kraj,25,REPUBLIKA,43,Veronika,Temňáková,41,
1,Bratislavský kraj,25,REPUBLIKA,44,Zuzana,Múčková,103,
1,Bratislavský kraj,25,REPUBLIKA,45,Branislav,Doboš,25,
1,Bratislavský kraj,25,REPUBLIKA,46,Ján,Kuchárik,127,
1,Bratislavský kraj,25,REPUBLIKA,47,Jaromír,Šmátrala,217,
1,Bratislavský kraj,25,REPUBLIKA,48,Ivona,Kellnerová,80,
1,Bratislavský kraj,25,REPUBLIKA,49,Adam,Čarňanský,38,
1,Bratislavský kraj,25,REPUBLIKA,50,Marek,Kurta,61,
1,Bratislavský kraj,25,REPUBLIKA,51,Jana,Kočišová,45,
1,Bratislavský kraj,25,REPUBLIKA,52,Štefan,Zima,58,
1,Bratislavský kraj,25,REPUBLIKA,53,Bohumír,Šabík,18,
1,Bratislavský kraj,25,REPUBLIKA,54,Sylvia,Kulašik,17,
1,Bratislavský kraj,25,REPUBLIKA,55,Janka,Kušpálová,60,
1,Bratislavský kraj,25,REPUBLIKA,56,Soňa,Žygliňská,33,
1,Bratislavský kraj,25,REPUBLIKA,57,Lívia,Voleková,67,
1,Bratislavský kraj,25,REPUBLIKA,58,Igor,Moravčík,164,
1,Bratislavský kraj,25,REPUBLIKA,59,Štefan,Krnáč,74,
1,Bratislavský kraj,25,REPUBLIKA,60,Miriam,Furdíková,73,
1,Bratislavský kraj,25,REPUBLIKA,61,Ján,Marenčík,9,
1,Bratislavský kraj,25,REPUBLIKA,62,Michal,Prešinský,28,
1,Bratislavský kraj,25,REPUBLIKA,63,Július,Chriašteľ,7,
1,Bratislavský kraj,25,REPUBLIKA,64,Jana,Palíková,31,
1,Bratislavský kraj,25,REPUBLIKA,65,Andrej,Kosorín,8,
1,Bratislavský kraj,25,REPUBLIKA,66,Štefan,Havlík,138,
1,Bratislavský kraj,25,REPUBLIKA,67,Miroslav,Čimo,244,
1,Bratislavský kraj,25,REPUBLIKA,68,Peter,Mareček,30,
1,Bratislavský kraj,25,REPUBLIKA,69,Dávid,Michal,21,
1,Bratislavský kraj,25,REPUBLIKA,70,Martin,Chudý,56,
1,Bratislavský kraj,25,REPUBLIKA,71,Denis,Maslák,26,
1,Bratislavský kraj,25,REPUBLIKA,72,Igor,Macúch,114,
1,Bratislavský kraj,25,REPUBLIKA,73,Marek,Gábriš,16,
1,Bratislavský kraj,25,REPUBLIKA,74,Peter,Čibenka,19,
1,Bratislavský kraj,25,REPUBLIKA,75,Robert,Russel,99,
1,Bratislavský kraj,25,REPUBLIKA,76,Jozef,Keller,27,
1,Bratislavský kraj,25,REPUBLIKA,77,Ján,Cogan,24,
1,Bratislavský kraj,25,REPUBLIKA,78,Klaudia,Ianos,35,
1,Bratislavský kraj,25,REPUBLIKA,79,Peter,Gerencséry,14,
1,Bratislavský kraj,25,REPUBLIKA,80,Jozef,Týnus,11,
1,Bratislavský kraj,25,REPUBLIKA,81,Ján,Matyščák,17,
1,Bratislavský kraj,25,REPUBLIKA,82,Ivan,Bielik,72,
1,Bratislavský kraj,25,REPUBLIKA,83,Martin,Kajzer,28,
1,Bratislavský kraj,25,REPUBLIKA,84,Ľudovít,Žambokréthy,7,
1,Bratislavský kraj,25,REPUBLIKA,85,Miloš,Kováčik,6,
1,Bratislavský kraj,25,REPUBLIKA,86,Lucia,Čorosová,11,
1,Bratislavský kraj,25,REPUBLIKA,87,Milan Henrich,Schmidt,5,
1,Bratislavský kraj,25,REPUBLIKA,88,Václav,Mitošinka,23,
1,Bratislavský kraj,25,REPUBLIKA,89,Martina,Dulajová,28,
1,Bratislavský kraj,25,REPUBLIKA,90,Otília,Hamacková,22,
1,Bratislavský kraj,25,REPUBLIKA,91,Štefan,Šimko,19,
1,Bratislavský kraj,25,REPUBLIKA,92,Ivan,Janovec,5,
1,Bratislavský kraj,25,REPUBLIKA,93,Maroš,Klika,6,
1,Bratislavský kraj,25,REPUBLIKA,94,Darina,Ňakatová,1,
1,Bratislavský kraj,25,REPUBLIKA,95,Ivan,Fodor,9,
1,Bratislavský kraj,25,REPUBLIKA,96,Michal,Prišťák,2,
1,Bratislavský kraj,25,REPUBLIKA,97,Miroslav,Políček,2,
1,Bratislavský kraj,25,REPUBLIKA,98,Peter,Vician,5,
1,Bratislavský kraj,25,REPUBLIKA,99,Martin,Sklenka,9,
1,Bratislavský kraj,25,REPUBLIKA,100,Monika,Sklenár Kozánková,29,
1,Bratislavský kraj,25,REPUBLIKA,101,Miroslav,Mokrý,32,
1,Bratislavský kraj,25,REPUBLIKA,102,Marek,Kukučka,65,
1,Bratislavský kraj,25,REPUBLIKA,103,Veronika,Dolníková,40,
1,Bratislavský kraj,25,REPUBLIKA,104,Roman,Bubelíni,5,
1,Bratislavský kraj,25,REPUBLIKA,105,Ján,Kubica,6,
1,Bratislavský kraj,25,REPUBLIKA,106,Radek,Trenčanský,9,
1,Bratislavský kraj,25,REPUBLIKA,107,Jozef,Žarnovičan,8,
1,Bratislavský kraj,25,REPUBLIKA,108,Jakub,Hajduk,14,
1,Bratislavský kraj,25,REPUBLIKA,109,Jozef,Ferianc,2,
1,Bratislavský kraj,25,REPUBLIKA,110,Vladimír,Bajo,6,
1,Bratislavský kraj,25,REPUBLIKA,111,Ján,Danko,26,
1,Bratislavský kraj,25,REPUBLIKA,112,Barbora,Fabrická,43,
1,Bratislavský kraj,25,REPUBLIKA,113,Mário,Strapák,13,
1,Bratislavský kraj,25,REPUBLIKA,114,Peter,Šolc,57,
1,Bratislavský kraj,25,REPUBLIKA,115,Tomáš,Senko,6,
1,Bratislavský kraj,25,REPUBLIKA,116,Lucia,Hilka Majková,79,
1,Bratislavský kraj,25,REPUBLIKA,117,Vojtech,Klimko,4,
1,Bratislavský kraj,25,REPUBLIKA,118,Igor,Hrozenský,3,
1,Bratislavský kraj,25,REPUBLIKA,119,Ivan,Brusnický,9,
1,Bratislavský kraj,25,REPUBLIKA,120,Juraj,Chovanec,14,
1,Bratislavský kraj,25,REPUBLIKA,121,Tomáš,Širgely,5,
1,Bratislavský kraj,25,REPUBLIKA,122,Eva,Pastorková,5,
1,Bratislavský kraj,25,REPUBLIKA,123,Daniel,Brunovský,41,
1,Bratislavský kraj,25,REPUBLIKA,124,Martin,Baník,11,
1,Bratislavský kraj,25,REPUBLIKA,125,Lucia,Omámiková,30,
1,Bratislavský kraj,25,REPUBLIKA,126,Peter,Mojdis,6,
1,Bratislavský kraj,25,REPUBLIKA,127,Ľubomír,Pidanič,8,
1,Bratislavský kraj,25,REPUBLIKA,128,Peter,Porubský,8,
1,Bratislavský kraj,25,REPUBLIKA,129,Milan,Pupák,7,
1,Bratislavský kraj,25,REPUBLIKA,130,Vincent,Budinský,6,
1,Bratislavský kraj,25,REPUBLIKA,131,Marián,Žec,7,
1,Bratislavský kraj,25,REPUBLIKA,132,Daniel,Pšenek,5,
1,Bratislavský kraj,25,REPUBLIKA,133,Richard,Nagy,36,
1,Bratislavský kraj,25,REPUBLIKA,134,Marián,Marko,2,
1,Bratislavský kraj,25,REPUBLIKA,135,Lukáš,Chovaňák,14,
1,Bratislavský kraj,25,REPUBLIKA,136,Martin,Pasulkáš,11,
1,Bratislavský kraj,25,REPUBLIKA,137,Roman,Pšenák,18,
1,Bratislavský kraj,25,REPUBLIKA,138,Michal,Radnóti,9,
1,Bratislavský kraj,25,REPUBLIKA,139,Ondrej,Rudľovský,4,
1,Bratislavský kraj,25,REPUBLIKA,140,Jozef,Lovás,12,
1,Bratislavský kraj,25,REPUBLIKA,141,Damián,Kogan,13,
1,Bratislavský kraj,25,REPUBLIKA,142,Michaela,Hornáčková,56,
1,Bratislavský kraj,25,REPUBLIKA,143,Jaroslav,Vajda,12,
1,Bratislavský kraj,25,REPUBLIKA,144,Dušan,Kišfaluši,6,
1,Bratislavský kraj,25,REPUBLIKA,145,Juraj,Trebuľa,7,
1,Bratislavský kraj,25,REPUBLIKA,146,Ján,Sabol,102,
1,Bratislavský kraj,25,REPUBLIKA,147,Július,Vavrek,18,
1,Bratislavský kraj,25,REPUBLIKA,148,Marián,Andel,90,
1,Bratislavský kraj,25,REPUBLIKA,149,Ľubomír,Huďo,1102,
1,Bratislavský kraj,25,REPUBLIKA,150,Milan,Mazurek,5627,
2,Trnavský kraj,1,Pirátska strana - Slovensko,1,Zuzana,Šubová,254,
2,Trnavský kraj,1,Pirátska strana - Slovensko,2,Michal,Pírek,116,
2,Trnavský kraj,1,Pirátska strana - Slovensko,3,Dajana,Maxian Rosová,103,
2,Trnavský kraj,1,Pirátska strana - Slovensko,4,Ján,Berceli,94,
2,Trnavský kraj,1,Pirátska strana - Slovensko,5,Dagmar,Kačíreková,50,
2,Trnavský kraj,1,Pirátska strana - Slovensko,6,Veronika,Kvetáková,46,
2,Trnavský kraj,1,Pirátska strana - Slovensko,7,Drahomír,Širůčka,41,
2,Trnavský kraj,1,Pirátska strana - Slovensko,8,Lenka,Hamšíková,67,
2,Trnavský kraj,1,Pirátska strana - Slovensko,9,Juraj,Krátky,40,
2,Trnavský kraj,1,Pirátska strana - Slovensko,10,Martin,Eštočák,45,
2,Trnavský kraj,1,Pirátska strana - Slovensko,11,Peter,Uličný,47,
2,Trnavský kraj,1,Pirátska strana - Slovensko,12,Dana,Miri,42,
2,Trnavský kraj,1,Pirátska strana - Slovensko,13,Iveta,Klačanská,29,
2,Trnavský kraj,1,Pirátska strana - Slovensko,14,Jaroslav,Nosaľ,22,
2,Trnavský kraj,1,Pirátska strana - Slovensko,15,Norbert,Astaloš,34,
2,Trnavský kraj,1,Pirátska strana - Slovensko,16,Karolína,Ivanová,48,
2,Trnavský kraj,1,Pirátska strana - Slovensko,17,Alexander,Máteffy,27,
2,Trnavský kraj,1,Pirátska strana - Slovensko,18,Benjamín,Schlesinger,52,
2,Trnavský kraj,1,Pirátska strana - Slovensko,19,Milena,Moravcová,20,
2,Trnavský kraj,1,Pirátska strana - Slovensko,20,Branislava,Pírková,27,
2,Trnavský kraj,1,Pirátska strana - Slovensko,21,Sandra,Morgošová,23,
2,Trnavský kraj,1,Pirátska strana - Slovensko,22,Katarína,Ringelband,15,
2,Trnavský kraj,1,Pirátska strana - Slovensko,23,Ľubica,Peerová,25,
2,Trnavský kraj,1,Pirátska strana - Slovensko,24,Martin,Kresák,12,
2,Trnavský kraj,1,Pirátska strana - Slovensko,25,Rastislav,Dubovský,11,
2,Trnavský kraj,1,Pirátska strana - Slovensko,26,Slavka,Švantnerová,19,
2,Trnavský kraj,1,Pirátska strana - Slovensko,27,Lucia,Appelová,30,
2,Trnavský kraj,1,Pirátska strana - Slovensko,28,Filip,Kulich,14,
2,Trnavský kraj,1,Pirátska strana - Slovensko,29,Beáta,Drdáková,7,
2,Trnavský kraj,1,Pirátska strana - Slovensko,30,Rudolf,Molnár,23,
2,Trnavský kraj,1,Pirátska strana - Slovensko,31,Natália,Ivasiuková,4,
2,Trnavský kraj,1,Pirátska strana - Slovensko,32,Sylvia,Bolechová,9,
2,Trnavský kraj,1,Pirátska strana - Slovensko,33,Eva,Uričová,9,
2,Trnavský kraj,1,Pirátska strana - Slovensko,34,Zdeno,Belanský,12,
2,Trnavský kraj,1,Pirátska strana - Slovensko,35,Stanislav,Bednár,4,
2,Trnavský kraj,1,Pirátska strana - Slovensko,36,Slavomíra,Krátka,14,
2,Trnavský kraj,1,Pirátska strana - Slovensko,37,Juraj,Bittmann,13,
2,Trnavský kraj,1,Pirátska strana - Slovensko,38,Juraj,Rác,6,
2,Trnavský kraj,1,Pirátska strana - Slovensko,39,Veronika,Ovádeková,6,
2,Trnavský kraj,1,Pirátska strana - Slovensko,40,Peter,Pavol,12,
2,Trnavský kraj,1,Pirátska strana - Slovensko,41,Pavol,Drdák,11,
2,Trnavský kraj,1,Pirátska strana - Slovensko,42,Patrik,Novotný,8,
2,Trnavský kraj,1,Pirátska strana - Slovensko,43,Jarmila,Miškusová,1,
2,Trnavský kraj,1,Pirátska strana - Slovensko,44,Ondrej,Forgáč,11,
2,Trnavský kraj,1,Pirátska strana - Slovensko,45,Renáta,Gábrišová,4,
2,Trnavský kraj,1,Pirátska strana - Slovensko,46,Tomáš,Bodó,7,
2,Trnavský kraj,1,Pirátska strana - Slovensko,47,Július,Vrábeľ,2,
2,Trnavský kraj,1,Pirátska strana - Slovensko,48,Daniel,Mego,11,
2,Trnavský kraj,1,Pirátska strana - Slovensko,49,Stanislav,Repčák,5,
2,Trnavský kraj,1,Pirátska strana - Slovensko,50,Štefan,Wimmer,8,
2,Trnavský kraj,1,Pirátska strana - Slovensko,51,Milan,Hrabko,8,
2,Trnavský kraj,1,Pirátska strana - Slovensko,52,Iveta,Rusznyáková,5,
2,Trnavský kraj,1,Pirátska strana - Slovensko,53,Marek,Kvak,8,
2,Trnavský kraj,1,Pirátska strana - Slovensko,54,Vladimír,Kaplin,6,
2,Trnavský kraj,1,Pirátska strana - Slovensko,55,Anna,Brezániová,4,
2,Trnavský kraj,1,Pirátska strana - Slovensko,56,Erik,Lackovič,11,
2,Trnavský kraj,1,Pirátska strana - Slovensko,57,Jozef,Brezovský,11,
2,Trnavský kraj,1,Pirátska strana - Slovensko,58,Ľuboš,Noga,12,
2,Trnavský kraj,1,Pirátska strana - Slovensko,59,Pavol,Zedník,11,
2,Trnavský kraj,1,Pirátska strana - Slovensko,60,Anton,Pižurný,17,
2,Trnavský kraj,2,PRINCÍP,1,Atila,Géňa,14,X
2,Trnavský kraj,2,PRINCÍP,2,Alfonz,Kaliaš,6,
2,Trnavský kraj,2,PRINCÍP,3,Mikuláš,Vareha,24,
2,Trnavský kraj,2,PRINCÍP,4,Marián,Geci,9,
2,Trnavský kraj,2,PRINCÍP,5,Katarína,Marcišová,6,
2,Trnavský kraj,2,PRINCÍP,6,Helena,Laliková,4,
2,Trnavský kraj,2,PRINCÍP,7,Jozef,Petráš,4,
2,Trnavský kraj,2,PRINCÍP,8,Atila,Oláh,4,
2,Trnavský kraj,2,PRINCÍP,9,Nikoleta,Balogová,2,
2,Trnavský kraj,2,PRINCÍP,10,Jozef,Petráš,1,
2,Trnavský kraj,2,PRINCÍP,11,Michal,Fízik,4,
2,Trnavský kraj,2,PRINCÍP,12,František,Koscs,2,
2,Trnavský kraj,2,PRINCÍP,13,Patrik,Timčík,1,
2,Trnavský kraj,2,PRINCÍP,14,Alfonz,Kaliaš,3,
2,Trnavský kraj,2,PRINCÍP,15,Ivan,Kovanda,1,
2,Trnavský kraj,2,PRINCÍP,16,Marián,Veselský,2,
2,Trnavský kraj,2,PRINCÍP,17,Peter,Červeňák,5,
2,Trnavský kraj,2,PRINCÍP,18,Rudolf,Felšöci,7,
2,Trnavský kraj,2,PRINCÍP,19,Radovan,Levický,0,
2,Trnavský kraj,2,PRINCÍP,20,Martin,Makula,1,
2,Trnavský kraj,2,PRINCÍP,21,Jana,Haňaková,3,
2,Trnavský kraj,2,PRINCÍP,22,Róbert,Fráter,6,
2,Trnavský kraj,2,PRINCÍP,23,Laura,Ninčáková,4,
2,Trnavský kraj,2,PRINCÍP,24,Viktor,Polhoš,2,
2,Trnavský kraj,2,PRINCÍP,25,Viera,Handi,2,
2,Trnavský kraj,2,PRINCÍP,26,Martin,Juhas,2,
2,Trnavský kraj,2,PRINCÍP,27,Karel,Váradi,3,X
2,Trnavský kraj,2,PRINCÍP,28,Michal,Micaj,2,
2,Trnavský kraj,2,PRINCÍP,29,Silvia,Danková,1,
2,Trnavský kraj,2,PRINCÍP,30,Ladislav,Varecha,1,
2,Trnavský kraj,2,PRINCÍP,31,Ľubomír,Havrilec,1,
2,Trnavský kraj,2,PRINCÍP,32,Jozef,Petraš,1,
2,Trnavský kraj,2,PRINCÍP,33,Monika,Davidová,0,
2,Trnavský kraj,2,PRINCÍP,34,Ľubomír,Korchan,0,
2,Trnavský kraj,2,PRINCÍP,35,Lukáš,Tomaško,3,
2,Trnavský kraj,2,PRINCÍP,36,Ján,Tancoš,0,
2,Trnavský kraj,2,PRINCÍP,37,Štefan,Hozza,2,
2,Trnavský kraj,2,PRINCÍP,38,Jaroslava,Marinaková,1,
2,Trnavský kraj,2,PRINCÍP,39,Patrik,Adam,8,
2,Trnavský kraj,2,PRINCÍP,40,Miroslav,Juhász,3,
2,Trnavský kraj,2,PRINCÍP,41,Marek,Sedlák,1,
2,Trnavský kraj,2,PRINCÍP,42,Jozef,Červeňák,0,
2,Trnavský kraj,2,PRINCÍP,43,Ľubomír,Žolna,1,
2,Trnavský kraj,2,PRINCÍP,44,Jaroslava,Basová,3,
2,Trnavský kraj,2,PRINCÍP,45,Zdeno,Pompa,1,
2,Trnavský kraj,2,PRINCÍP,46,Viktor,Gaško,1,
2,Trnavský kraj,2,PRINCÍP,47,Ján,Šmajda,1,
2,Trnavský kraj,2,PRINCÍP,48,Peter,Horváth,3,
2,Trnavský kraj,2,PRINCÍP,49,Rudolf,Motýl,2,
2,Trnavský kraj,2,PRINCÍP,50,Vanesa,Gregová,2,
2,Trnavský kraj,2,PRINCÍP,51,Rudolf,Mačo,1,
2,Trnavský kraj,2,PRINCÍP,52,Peter,Pavlinský,4,
2,Trnavský kraj,2,PRINCÍP,53,Marián,Kapa,3,
2,Trnavský kraj,2,PRINCÍP,54,Daniel,Balog,2,
2,Trnavský kraj,2,PRINCÍP,55,Alexej,Hanko,0,
2,Trnavský kraj,2,PRINCÍP,56,Zdena,Vencelová,1,
2,Trnavský kraj,2,PRINCÍP,57,Stanislav,Feko,0,
2,Trnavský kraj,2,PRINCÍP,58,Ján,Dudáš,1,
2,Trnavský kraj,2,PRINCÍP,59,Andrea,Irdzová,0,
2,Trnavský kraj,2,PRINCÍP,60,Andrej,Danečko,0,
2,Trnavský kraj,2,PRINCÍP,61,Martina,Fedor Bučková,2,X
2,Trnavský kraj,2,PRINCÍP,62,Patrik,Kollár,3,
2,Trnavský kraj,2,PRINCÍP,63,Diana,Schützová,0,X
2,Trnavský kraj,2,PRINCÍP,64,Gabriel,Pajunk,0,X
2,Trnavský kraj,2,PRINCÍP,65,Paulína,Kollárová,0,
2,Trnavský kraj,2,PRINCÍP,66,Eva,Ninčáková,1,
2,Trnavský kraj,2,PRINCÍP,67,Alena,Kundratová,2,
2,Trnavský kraj,2,PRINCÍP,68,Andrej,Kaputa,1,
2,Trnavský kraj,2,PRINCÍP,69,Jozef,Leľo,0,
2,Trnavský kraj,2,PRINCÍP,70,Miroslava,Jancurová,1,
2,Trnavský kraj,3,Progresívne Slovensko,1,Michal,Šimečka,30577,
2,Trnavský kraj,3,Progresívne Slovensko,2,Lucia,Plaváková,10926,
2,Trnavský kraj,3,Progresívne Slovensko,3,Michal,Truban,12738,
2,Trnavský kraj,3,Progresívne Slovensko,4,Tamara,Stohlová,6402,
2,Trnavský kraj,3,Progresívne Slovensko,5,Tomáš,Valášek,6299,
2,Trnavský kraj,3,Progresívne Slovensko,6,Zora,Jaurová,2602,
2,Trnavský kraj,3,Progresívne Slovensko,7,Ivan,Štefunko,1439,
2,Trnavský kraj,3,Progresívne Slovensko,8,Simona,Petrík,1798,
2,Trnavský kraj,3,Progresívne Slovensko,9,Michal,Wiezik,2263,
2,Trnavský kraj,3,Progresívne Slovensko,10,Irena,Bihariová,4307,
2,Trnavský kraj,3,Progresívne Slovensko,11,Štefan,Kišš,1720,
2,Trnavský kraj,3,Progresívne Slovensko,12,Ingrid,Kosová,1753,
2,Trnavský kraj,3,Progresívne Slovensko,13,Oskar,Dvořák,2703,
2,Trnavský kraj,3,Progresívne Slovensko,14,Beáta,Jurík,860,
2,Trnavský kraj,3,Progresívne Slovensko,15,Jaroslav,Spišiak,6908,
2,Trnavský kraj,3,Progresívne Slovensko,16,Jana,Hanuliaková,778,
2,Trnavský kraj,3,Progresívne Slovensko,17,Michal,Sabo,3718,
2,Trnavský kraj,3,Progresívne Slovensko,18,Zuzana,Mesterová,464,
2,Trnavský kraj,3,Progresívne Slovensko,19,Ondrej,Prostredník,1155,
2,Trnavský kraj,3,Progresívne Slovensko,20,Zuzana,Števulová,631,
2,Trnavský kraj,3,Progresívne Slovensko,21,Martin,Dubéci,270,
2,Trnavský kraj,3,Progresívne Slovensko,22,Darina,Luščíková,381,
2,Trnavský kraj,3,Progresívne Slovensko,23,Branislav,Vančo,318,
2,Trnavský kraj,3,Progresívne Slovensko,24,Tina,Gažovičová,1531,
2,Trnavský kraj,3,Progresívne Slovensko,25,Tomáš,Hellebrandt,821,
2,Trnavský kraj,3,Progresívne Slovensko,26,Viera,Kalmárová,621,
2,Trnavský kraj,3,Progresívne Slovensko,27,Martin,Pekár,747,
2,Trnavský kraj,3,Progresívne Slovensko,28,Dana,Kleinert,508,
2,Trnavský kraj,3,Progresívne Slovensko,29,Dávid,Dej,155,
2,Trnavský kraj,3,Progresívne Slovensko,30,Veronika,Veslárová,410,
2,Trnavský kraj,3,Progresívne Slovensko,31,Ján,Hargaš,830,
2,Trnavský kraj,3,Progresívne Slovensko,32,Veronika,Šrobová,189,
2,Trnavský kraj,3,Progresívne Slovensko,33,Marek,Lackovič,372,
2,Trnavský kraj,3,Progresívne Slovensko,34,Natália,Nash,147,
2,Trnavský kraj,3,Progresívne Slovensko,35,Richard,Dubovický,357,
2,Trnavský kraj,3,Progresívne Slovensko,36,Gréta,Gregorová,523,
2,Trnavský kraj,3,Progresívne Slovensko,37,Peter,Brozman,241,
2,Trnavský kraj,3,Progresívne Slovensko,38,Martina,Žilková,252,
2,Trnavský kraj,3,Progresívne Slovensko,39,Branislav,Tichý,310,
2,Trnavský kraj,3,Progresívne Slovensko,40,Zuzana,Prostredníková,506,
2,Trnavský kraj,3,Progresívne Slovensko,41,Tomáš,Bořuta,126,
2,Trnavský kraj,3,Progresívne Slovensko,42,Soňa,Košičiarová,461,
2,Trnavský kraj,3,Progresívne Slovensko,43,Adam,Sarlós,173,
2,Trnavský kraj,3,Progresívne Slovensko,44,Katarína,Mičová,968,
2,Trnavský kraj,3,Progresívne Slovensko,45,Tomáš,Krjak,130,
2,Trnavský kraj,3,Progresívne Slovensko,46,Dana,Cervanová,190,
2,Trnavský kraj,3,Progresívne Slovensko,47,Tibor,Forró,595,
2,Trnavský kraj,3,Progresívne Slovensko,48,Martina,Kolláriková,67,
2,Trnavský kraj,3,Progresívne Slovensko,49,Miroslav,Kocúr,323,
2,Trnavský kraj,3,Progresívne Slovensko,50,Anna,Dojčanová,101,
2,Trnavský kraj,3,Progresívne Slovensko,51,Sergej,Kára,161,
2,Trnavský kraj,3,Progresívne Slovensko,52,Sofia Karina,Trommlerová,371,
2,Trnavský kraj,3,Progresívne Slovensko,53,Milan,Laurinc,294,
2,Trnavský kraj,3,Progresívne Slovensko,54,Eva,Kalkan,275,
2,Trnavský kraj,3,Progresívne Slovensko,55,Ivan,Hudcovský,59,
2,Trnavský kraj,3,Progresívne Slovensko,56,Renata,Igľárová,46,
2,Trnavský kraj,3,Progresívne Slovensko,57,Milan,Polešenský,90,
2,Trnavský kraj,3,Progresívne Slovensko,58,Natália,Heribanová,378,
2,Trnavský kraj,3,Progresívne Slovensko,59,Marián,Mališ,28,
